convolution_P100_processed
Algorithm,Mean fraction of optimum,StDev fraction of optimum,Success rate,Mean function evaluations,StDev function evaluations,Settings
Genetic algorithm,0.5445552839209531,0.356258622149611,0.02,23.82,18.190253052732636,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.6085060537163768,0.34829302242324356,0.0,36.82,19.575797218368756,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.6408895049244793,0.32924604596144463,0.0,39.82,18.948577029122042,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.4100802560476399,0.3433462726903007,0.0,8.36,5.982150319824769,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
Genetic algorithm,0.43077187103070197,0.33157325311717095,0.0,7.86,5.0467609333479775,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.05
Genetic algorithm,0.656156533848414,0.33985059511598587,0.0,31.84,18.765317552792514,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.1
Genetic algorithm,0.6446898863729267,0.33230936907933273,0.0,40.12,18.56114000721257,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.2
Genetic algorithm,0.6066265200660623,0.35099695989151625,0.0,38.4,20.094673880592016,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.3
Genetic algorithm,0.5915700723611024,0.36011081623646385,0.0,37.6,20.403080999832213,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.5
Genetic algorithm,0.34107038421632124,0.3254540706503778,0.0,4.6,1.4568627181693672,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.3483217106084037,0.32688648248203694,0.02,5.06,1.7775240748678185,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.4238675998240743,0.3314886023773494,0.0,5.52,2.865986313822941,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.446067856389633,0.32427400131338546,0.0,5.62,3.4693409360586407,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.5009564658792734,0.28599636137248285,0.0,5.28,2.0507838222772983,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.38809101594730144,0.29961434069142756,0.0,4.92,1.6762445878711576,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.29852214208351796,0.2870091542711527,0.0,4.46,1.2488361929151053,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.36098127415065445,0.3285603623785345,0.0,5,1.737932151513777,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.41011815569546667,0.3291765364810953,0.0,6.14,4.184568346305023,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.3782043627842039,0.3014300742928337,0.0,6.32,3.8621131997064686,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.39839811716200113,0.30091293989171913,0.0,5.64,2.545584412271571,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.4208382537381582,0.32843751862899956,0.0,6.32,3.2415667665560766,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.28009207844573664,0.2698639811333202,0.0,4.5,1.265717510476382,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.02
Genetic algorithm,0.3506405441377593,0.3179359340227459,0.0,4.94,2.179777183894852,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.05
Genetic algorithm,0.3742163838337866,0.31831182493598736,0.0,6.08,3.515795262316993,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.1
Genetic algorithm,0.40001238635163755,0.2872217669474819,0.0,5.32,2.084343972553083,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.2
Genetic algorithm,0.38707513284593814,0.32152909275852565,0.0,6.16,3.2030597616552043,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.3
Genetic algorithm,0.41642523541446663,0.29690557813881224,0.0,5.96,3.2698998299579736,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament2_selection at 0x7f5eaa0dd280>; mutation=0.5
Genetic algorithm,0.4105250183131188,0.3071806696423454,0.0,4.66,1.287459133490521,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.3316013441339023,0.3312576767397597,0.0,4.58,1.1967643452071857,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.3077323462792065,0.2909298111981233,0.0,4.62,1.383429633563055,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.4858099247499519,0.2531803531894971,0.0,5,1.6288220358559113,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.4022064623993514,0.31944081396871093,0.0,4.8,1.7142857142857144,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.3995138538991479,0.30255461315112525,0.0,4.92,1.6268160966270582,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.31210875191235943,0.2695930781742295,0.0,4.1,1.0738068841694934,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.3996141746172253,0.306136044068718,0.0,4.44,1.1277573917708885,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.39251859477762413,0.32930964672590296,0.0,4.86,1.5119928733230166,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.44445023607435086,0.3077476603448664,0.0,4.96,2.02997939066647,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.4268545157956369,0.2993992267691428,0.0,4.88,1.4090089149643374,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.3761558951801498,0.2976993339182635,0.0,4.44,0.8369039151929606,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.3562974587193697,0.3077920626908025,0.0,4.28,1.0887176504718656,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.02
Genetic algorithm,0.3480158169191157,0.3016692051343004,0.0,4.58,1.938756176058269,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.05
Genetic algorithm,0.49170315619148164,0.31355543873058944,0.0,5.08,1.6393129471749772,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.1
Genetic algorithm,0.3955306251051492,0.32726194115088447,0.0,4.88,1.9963231508072483,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.2
Genetic algorithm,0.40998905761873383,0.31827566495954923,0.0,5.08,1.9466349825023799,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.3
Genetic algorithm,0.40574651860792027,0.28558434946977007,0.0,4.52,1.0544366906997678,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament4_selection at 0x7f5eaa0dd310>; mutation=0.5
Genetic algorithm,0.37429225781245523,0.3161766634728765,0.0,4.3,1.0151907431108496,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.40265323500788275,0.3180768212997746,0.0,4.18,0.7196938124462856,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.47833799690868173,0.28277998732072973,0.0,4.18,0.6288960200872897,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.37295331045687635,0.30416105518439995,0.0,4.2,0.6060915267313265,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.4159966749660592,0.3088857511888086,0.0,4.08,0.39589732744431483,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.4912491700964923,0.2679928436113781,0.0,4.44,0.9293403409880339,pop_size=2; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.28110477615289486,0.3036652947808672,0.0,3.82,0.8964783708421274,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.3501753690067012,0.3177053766749963,0.0,4.06,0.6197431989566817,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.3479003173699163,0.3124117339145447,0.0,4.16,0.841766849294642,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.44963886048631774,0.2864777542240673,0.0,4.44,0.9293403409880339,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.44610722342700143,0.31109857887519865,0.0,4.16,0.5480950312357393,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.40987469478846494,0.26418605663057376,0.0,4.32,0.84370417487048,pop_size=2; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.3627702524154404,0.3024922129746921,0.0,4.14,0.8332380897952963,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.02
Genetic algorithm,0.32897856880604237,0.3240103385870814,0.0,3.84,0.5841442371503106,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.05
Genetic algorithm,0.35220928166059967,0.30874812962370896,0.0,4.4,1.1952286093343936,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.1
Genetic algorithm,0.4727902748448807,0.32036645130433583,0.0,4.34,1.0022423838165933,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.2
Genetic algorithm,0.45076498962481676,0.29930709715151543,0.0,4.16,0.6809357307321706,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.3
Genetic algorithm,0.43434171880535927,0.3002119374327448,0.0,4.36,1.0451052090383932,pop_size=2; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function tournament8_selection at 0x7f5eaa0dd3a0>; mutation=0.5
Genetic algorithm,0.7380863202622193,0.2873253597789995,0.02,45.4,14.039303430595357,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.7963735914940956,0.18429466945928852,0.02,49.22,8.60064069753895,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.799993542764942,0.18042997204385927,0.0,49.28,8.561994808573573,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.7621479726270568,0.20666215082707975,0.0,49.12,10.504887103687716,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.758299480643839,0.17017172737322253,0.0,50.14,8.694380075540705,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.801311943374591,0.05733910927984619,0.0,51.9,0.3030457633656632,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8251782010808052,0.14317249500046172,0.0,50.18,6.146809359832338,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.7595290386051754,0.2715527556096673,0.02,46.48,13.155645951763953,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.7745930967326324,0.24070086823390166,0.02,47.64,11.991085123915166,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.7908807653509211,0.17641085660024564,0.0,50.12,8.691163704050927,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.7970869995844866,0.12823678462614455,0.0,51.02,6.215484285070567,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.7944363403714683,0.058070314863399974,0.0,51.96,0.1979486637221574,pop_size=4; reproductor=<function twopoint_crossover at 0x7f5eaa0d4790>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.8022789740190645,0.17919261731323227,0.0,48.46,9.450645156683803,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.02
Genetic algorithm,0.7843968049171973,0.2155021886816911,0.02,48.08,9.561487374688445,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.05
Genetic algorithm,0.8080583556499711,0.1440586678763878,0.04,49.54,7.365695444949859,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.1
Genetic algorithm,0.7707822591817665,0.17145438090541135,0.0,50.06,8.681225343774216,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.2
Genetic algorithm,0.7952921214498191,0.06322055375981128,0.0,51.96,0.1979486637221574,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.3
Genetic algorithm,0.7546302909262869,0.2042097283781528,0.0,49.32,10.220906944861117,pop_size=4; reproductor=<function onepoint_crossover at 0x7f5eaa0d4700>; selector=<function RTS at 0x7f5eaa0dd160>; mutation=0.5
Genetic algorithm,0.734337556282937,0.265485317556222,0.0,36.88,14.390529765744398,pop_size=4; reproductor=<function uniform_crossover at 0x7f5eaa0d4670>; selector=<function select_best_half at 0x7f5eaa0dd1f0>; mutation=0.02
